item_id,pool,source_sme,change_type,fact_idx,action,original_text,new_text,sme_note,gpt_rationale,override_reason
R500_0277,dnv_full_500,SME-3-stageA,fact_repair,5,replaced,The minimum required gross section modulus at deck from the vertical bending strength check is 24.0 m³,"The minimum required gross section modulus at deck from the vertical bending strength check is Z_D-gr,min = |M_sw + M_wv| / σ_perm × 10^-3 = (4,200,000 + 2,800,000) / 175 × 10^-3 = 40.0 m³ (Pt3.Ch5.Sec2 [1.4.1])","Pt3.Ch5.Sec2 [1.4.1] gives Z_gr = |M_sw + M_wv| / σ_perm × 10^-3. With M_sw = 4,200,000 + M_wv = 2,800,000 kNm and σ_perm = 175 N/mm²: Z_gr = 7,000,000 / 175 × 10^-3 = 40.0 m³.",Drafted from SME-3 Stage-A free-text comment + v5d per-fact reason quoting source clauses; cross-checked numerically.,
R500_0277,dnv_full_500,SME-3-stageA,fact_repair,6,replaced,The provided Z_D-gr = 24.8 m³ exceeds the minimum of 24.0 m³ and is therefore compliant,The provided Z_D-gr = 24.8 m³ is below the minimum of 40.0 m³ and therefore does not satisfy the vertical bending strength section-modulus requirement,"Provided Z_D-gr = 24.8 m³ is below the 40.0 m³ minimum, so the section modulus criterion at deck is not satisfied.",Drafted from SME-3 Stage-A free-text comment + v5d per-fact reason quoting source clauses; cross-checked numerically.,
R500_0295,dnv_full_500,SME-3-stageA,fact_repair,1,replaced,"For longitudinal stiffened plating under AC-II, the coefficients are βa = 1.10, αa = 0.50, Ca-max = 1.00","For longitudinal stiffened plating under AC-II per Sec.4 Table 1, the coefficients are β_a = 1.05, α_a = 0.50, C_a-max = 0.95","Table 1 row for Longitudinal stiffened plating under AC-II gives β_a = 1.05, α_a = 0.50, C_a-max = 0.95 — not 1.10/0.50/1.00.",Drafted from SME-3 Stage-A free-text comment + v5d per-fact reason quoting source clauses; cross-checked numerically.,
R500_0295,dnv_full_500,SME-3-stageA,fact_repair,2,replaced,"Ca = 1.10 − 0.50 × (110/315) ≈ 0.925, which is below Ca-max = 1.00 so no cap is applied","C_a = 1.05 - 0.50 × (110/315) ≈ 0.875, which is below C_a-max = 0.95 so no cap is applied","C_a = β_a - α_a × σ_hg / R_eH = 1.05 - 0.50 × (110/315) ≈ 0.875, below the 0.95 cap so no cap is applied.",Drafted from SME-3 Stage-A free-text comment + v5d per-fact reason quoting source clauses; cross-checked numerically.,
R500_0295,dnv_full_500,SME-3-stageA,fact_repair,4,replaced,Minimum net plate thickness t ≈ 9.1 mm (acceptable range 9.0–9.2 mm),Minimum net plate thickness t ≈ 9.4 mm (acceptable range 9.3-9.5 mm),"t = 0.0158 × α_p × b × sqrt(P / (C_a × R_eH)) with α_p = 1.0, b = 820, P = 145, C_a = 0.875, R_eH = 315 gives t ≈ 9.4 mm.",Drafted from SME-3 Stage-A free-text comment + v5d per-fact reason quoting source clauses; cross-checked numerically.,
F500_0040,dnv_full_500,SME-3-stageA,fact_repair,1,replaced,The applicable slenderness coefficients for a T-bar PSM web are C_w = 75 and for the flange C_f = 12,"The applicable PSM slenderness coefficients per Pt3.Ch8.Sec2 [4.1.1] are C_w = 100 (single-skin) or 125 (double-skin) for the web plate; the flange coefficient C_f is taken from Table 2, which gives C_f = 12 for T-bars","Sec.2 [4.1.1] gives PSM web-plate coefficient C_w = 125 for double-skin construction and C_w = 100 elsewhere; the T-bar value C_w = 75 is the stiffener rule from [3.1.1], not the PSM rule.",Drafted from SME-3 Stage-A free-text comment + v5d per-fact reason quoting source clauses; cross-checked numerically.,
F500_0040,dnv_full_500,SME-3-stageA,fact_repair,2,replaced,Web plate minimum thickness requirement: t_w ≥ h_w / C_w × sqrt(R_eH/235) = 320/75 = 4.27 mm; actual 8 mm complies,PSM web-plate minimum thickness requirement: t_w ≥ s_w / C_w × sqrt(R_eH / 235) per Pt3.Ch8.Sec2 [4.1.1] with s_w = web-stiffener spacing and C_w = 100 (single-skin); the requirement cannot be evaluated against h_w / 75 (which is the stiffener rule from [3.1.1]),"PSM web-thickness requirement per Sec.2 [4.1.1] is t_w ≥ s_w/C_w × sqrt(R_eH/235) using web-stiffener spacing s_w; the h_w/75 form applies the stiffener rule, not the PSM rule.",Drafted from SME-3 Stage-A free-text comment + v5d per-fact reason quoting source clauses; cross-checked numerically.,
F500_0141,dnv_full_500,SME-3-stageA,fact_repair,3,replaced,The minimum required section modulus at mid-span Z ≈ 630 cm³ (calculated as 1000 × 85 × 3.6 × 3.30² / (24.0 × 0.70 × 315)),The Pt3.Ch6.Sec6 [2.1.1] prescriptive section-modulus formula does not apply to this member because Pt3.Ch6.Sec6 [1.1.2] excludes double-skin primary supporting members and Pt3.Ch3.Sec7 [1.3.2] identifies double-bottom floors / web frames as double-skin sections; the section modulus must instead be assessed by direct strength / FE analysis per Ch.6 Sec.6 [1.1.2],[1.1.2] excludes double-skin PSMs; the 630 cm³ figure is computed from a formula that does not apply to a double-bottom floor/web frame.,Drafted from SME-3 Stage-A free-text comment + v5d per-fact reason quoting source clauses; cross-checked numerically.,
F500_0141,dnv_full_500,SME-3-stageA,fact_repair,4,replaced,"At support positions (within 0.2 × ℓ_bdg = 0.66 m from each end), f_bdg = 12.0 applies, giving a higher section modulus requirement of approximately 1259 cm³",The same exclusion in Pt3.Ch6.Sec6 [1.1.2] applies at the support positions: the f_bdg = 12.0 support-region branch of the [2.1.1] formula does not apply to a double-skin double-bottom PSM; no support-region [2.1.1] requirement can be claimed,Same exclusion: support-position result of 1259 cm³ is also not applicable.,Drafted from SME-3 Stage-A free-text comment + v5d per-fact reason quoting source clauses; cross-checked numerically.,
F500_0141,dnv_full_500,SME-3-stageA,fact_repair,6,replaced,The [2.1.1] section modulus formula is applicable here because the member is a transverse PSM (not double skin) and hull girder longitudinal stress is below 0.15 R_eH,"The [2.1.1] section modulus formula is not applicable here because Pt3.Ch6.Sec6 [1.1.2] excludes double-skin PSMs and Pt3.Ch3.Sec7 [1.3.2] classifies double-bottom floors / web frames as double-skin sections, even though the hull-girder longitudinal stress is below 0.15 R_eH","[1.1.2] explicitly excludes double-skin PSMs from [2.1.1]; Pt3.Ch3.Sec7 [1.3.2] classifies double-bottom floors/web frames as double-skin. The fact's premise (""not double skin"") is contradicted by source.",Drafted from SME-3 Stage-A free-text comment + v5d per-fact reason quoting source clauses; cross-checked numerically.,
R500_0036,dnv_full_500,SME-3-stageA,fact_repair,2,replaced,C_YR for BSR-1P fatigue = −1 (independent of f_T),"C_YR for BSR-1P fatigue = 1 (independent of f_T), per Pt3.Ch4.Sec2 Table 11 row a_roll-y | C_YR; the value -1 belongs to the separate C_YG (gravity component) row, not C_YR","Table 11, row ""a_roll-y | C_YR"", BSR-1P column gives ""1""; the ""-1"" in the fact comes from the separate ""g sinθ | C_YG"" row (a different acceleration component).",Drafted from SME-3 Stage-A free-text comment + v5d per-fact reason quoting source clauses; cross-checked numerically.,
